first_name,second_name,id,web_name,now_cost,cost_change_start,element_type,selected_by_percent,team,team_code,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps
Georginio,Wijnaldum,199,Wijnaldum,54,-1,3,2.3,10,14,48,1317,2,0,4,12,0,0,0,3,216
James,Milner,200,Milner,53,-2,3,0.6,10,14,32,548,1,2,3,6,3,0,0,3,118
Rafael,Camacho,201,Camacho,45,0,3,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,464,Brewster,43,-2,4,0.5,10,14,0,0,0,0,0,0,0,0,0,0,0
Adrián,San Miguel del Castillo,526,Adrián,42,-3,1,2.5,10,14,25,783,0,0,2,9,1,0,16,0,123
Andy,Lonergan,530,Lonergan,43,-2,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Caoimhin,Kelleher,531,Kelleher,44,-1,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,550,Elliott,45,0,3,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Curtis,Jones,569,Jones,45,0,3,0.0,10,14,1,14,0,0,0,0,0,0,0,0,1
Neco,Williams,575,Williams,40,0,2,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Aymeric,Laporte,202,Laporte,63,-2,2,2.0,11,43,9,306,0,0,1,3,1,0,0,0,56
Kyle,Walker,203,Walker,58,-2,2,11.8,11,43,47,1267,1,2,3,17,3,0,0,3,260
Benjamin,Mendy,204,Mendy,55,-5,2,0.8,11,43,26,561,0,1,3,4,1,0,0,0,136
Oleksandr,Zinchenko,206,Zinchenko,52,-3,2,2.6,11,43,19,590,0,0,2,9,0,0,0,0,127
John,Stones,207,Stones,53,-2,2,1.1,11,43,20,699,0,0,2,12,0,0,0,0,146
Nicolás,Otamendi,208,Otamendi,50,-5,2,2.6,11,43,46,904,2,1,3,11,2,0,0,2,202
Danilo Luiz,da Silva,209,Danilo,50,0,2,0.0,11,43,0,0,0,0,0,0,0,0,0,0,0
Sergio,Agüero,210,Agüero,117,-3,4,9.9,11,43,73,811,9,3,2,13,0,0,0,6,289
Gabriel Fernando,de Jesus,211,Jesus,96,1,4,3.4,11,43,60,905,6,3,4,8,1,0,0,4,204
Ederson,Santana de Moraes,212,Ederson,60,0,1,13.8,11,43,60,1530,0,0,6,17,3,0,39,2,298
Claudio,Bravo,213,Bravo,48,-2,1,0.3,11,43,1,90,0,0,0,3,0,0,2,0,16
Raheem,Sterling,214,Sterling,118,-2,3,24.9,11,43,96,1489,9,2,6,19,4,0,0,9,325
Kevin,De Bruyne,215,De Bruyne,104,9,3,45.7,11,43,120,1402,6,12,7,14,2,0,0,16,499
Leroy,Sané,216,Sané,93,-2,3,0.2,11,43,0,0,0,0,0,0,0,0,0,0,0
Riyad,Mahrez,217,Mahrez,83,-2,3,3.9,11,43,77,768,5,6,3,5,0,0,0,10,289
Bernardo Mota,Veiga de Carvalho e Silva,218,Bernardo Silva,79,-1,3,9.6,11,43,68,1023,5,4,3,17,4,0,0,5,298
David,Silva,219,David Silva,75,0,3,5.6,11,43,79,1010,3,8,6,10,0,0,0,8,292
Phil,Foden,220,Foden,51,-4,3,0.3,11,43,12,140,0,1,0,2,0,0,0,0,43
Fernando,Luiz Rosa,221,Fernandinho,52,-3,3,0.7,11,43,26,1213,0,0,5,13,3,1,0,0,206
Ilkay,Gündogan,222,Gündogan,52,-3,3,1.3,11,43,35,1054,2,0,3,16,7,0,0,3,216
José Ángel,Esmorís Tasende,440,Angeliño,47,-3,2,0.2,11,43,11,422,0,1,0,7,1,0,0,1,94
Rodrigo,Hernandez,443,Rodrigo,54,-1,3,1.1,11,43,45,1162,2,1,5,16,4,0,0,3,275
João Pedro Cavaco,Cancelo,518,Cancelo,53,-2,2,0.9,11,43,19,397,0,0,2,3,1,0,0,3,105
Eric,Garcia,544,Garcia,45,0,2,0.0,11,43,2,32,0,0,0,1,0,0,0,0,7
Scott,Carson,562,Carson,40,0,1,0.0,11,43,0,0,0,0,0,0,0,0,0,0,0
Aaron,Wan-Bissaka,122,Wan-Bissaka,53,-2,2,15.2,12,1,36,1430,0,0,2,20,4,0,0,5,253
Harry,Maguire,160,Maguire,53,-2,2,10.9,12,1,37,1620,0,0,2,22,2,0,0,0,250
Chris,Smalling,223,Smalling,53,-2,2,0.1,12,1,0,0,0,0,0,0,0,0,0,0,0
Ashley,Young,224,Young,54,-1,2,0.4,12,1,18,863,0,0,1,10,5,0,0,0,136
Victor,Lindelöf,225,Lindelöf,53,-2,2,1.3,12,1,41,1530,1,0,2,21,3,0,0,3,253
Luke,Shaw,226,Shaw,54,-1,2,0.7,12,1,14,495,0,0,1,6,2,0,0,0,84
Marcos,Rojo,227,Rojo,48,-2,2,0.1,12,1,3,121,0,0,0,2,1,0,0,0,9
Eric,Bailly,228,Bailly,49,-1,2,0.0,12,1,0,0,0,0,0,0,0,0,0,0,0
José Diogo,Dalot Teixeira,229,Dalot,49,-1,2,0.1,12,1,1,59,0,0,0,0,0,0,0,0,8
Matteo,Darmian,230,Darmian,49,-1,2,0.0,12,1,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,231,Jones,48,-2,2,0.1,12,1,1,45,0,0,0,1,0,0,0,0,4
Romelu,Lukaku,232,Lukaku,85,0,4,0.3,12,1,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,233,Rashford,91,6,4,28.6,12,1,105,1576,10,5,3,20,2,0,0,20,376
Mason,Greenwood,234,Greenwood,43,-2,4,10.7,12,1,26,274,2,0,0,5,0,0,0,3,90
David,de Gea,235,de Gea,55,0,1,12.9,12,1,54,1620,0,0,2,22,1,0,51,5,266
Sergio,Romero,236,Romero,48,-2,1,0.2,12,1,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,237,Grant,48,-2,1,0.1,12,1,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,238,Pogba,84,-1,3,3.3,12,1,16,476,0,2,1,5,0,0,0,0,73
Anthony,Martial,239,Martial,77,2,3,7.5,12,1,56,948,4,3,3,13,1,0,0,4,148
Alexis,Sánchez,240,Sánchez,68,-2,3,0.4,12,1,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,241,Lingard,63,-2,3,0.8,12,1,21,758,0,0,1,12,2,0,0,0,65
Juan,Mata,242,Mata,62,-3,3,0.3,12,1,16,394,0,0,2,5,1,0,0,0,52
Daniel,James,243,James,62,2,3,11.7,12,1,65,1484,3,5,2,21,3,0,0,2,231
Frederico,Rodrigues de Paula Santos,244,Fred,53,-2,3,0.2,12,1,22,1048,0,0,0,16,3,0,0,0,163
Angel,Gomes,245,Gomes,48,-2,3,0.1,12,1,1,9,0,0,0,1,0,0,0,0,3
Andreas,Pereira,246,Pereira,50,0,3,0.5,12,1,37,979,1,1,3,13,2,0,0,1,119
Nemanja,Matic,247,Matic,48,-2,3,0.3,12,1,6,158,0,0,1,1,0,0,0,0,22
Scott,McTominay,248,McTominay,51,1,3,2.5,12,1,55,1406,2,2,2,16,1,0,0,6,233
Tahith,Chong,249,Chong,43,-2,3,0.8,12,1,2,24,0,0,0,0,0,0,0,0,4
James,Garner,250,Garner,43,-2,3,0.2,12,1,1,8,0,0,0,1,0,0,0,0,3
Axel,Tuanzebe,481,Tuanzebe,44,-1,2,0.1,12,1,7,187,0,0,0,3,0,0,0,0,30
Brandon,Williams,549,Williams,41,1,2,1.7,12,1,9,268,1,0,0,6,3,0,0,0,45
Matt,Ritchie,251,Ritchie,53,-2,2,0.1,13,4,8,270,0,0,1,4,1,0,0,0,49
Fabian,Schär,252,Schär,50,0,2,1.5,13,4,40,1018,1,0,4,16,3,0,0,2,185
DeAndre,Yedlin,253,Yedlin,44,-1,2,0.1,13,4,21,557,1,0,1,8,1,0,0,0,81
Federico,Fernández,254,Fernández,44,-1,2,0.6,13,4,45,833,2,2,2,10,3,0,0,4,185
Paul,Dummett,255,Dummett,44,-1,2,0.3,13,4,43,1215,0,0,5,20,2,0,0,4,227
Javier,Manquillo,256,Manquillo,43,-2,2,0.3,13,4,32,665,0,1,3,6,2,0,0,4,121
Florian,Lejeune,257,Lejeune,44,-1,2,0.0,13,4,6,90,0,0,1,0,0,0,0,0,23
Jamaal,Lascelles,258,Lascelles,43,-2,2,2.7,13,4,38,1000,1,0,3,18,1,0,0,3,180
Ciaran,Clark,259,Clark,43,-2,2,0.5,13,4,34,765,2,0,2,9,2,0,0,2,142
Yoshinori,Muto,260,Muto,52,-3,4,0.1,13,4,6,111,0,0,0,3,0,0,0,0,12
Jose Luis,Mato Sanmartín,261,Joselu,50,0,4,0.0,13,4,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,262,Dubravka,50,0,1,1.3,13,4,71,1620,0,0,5,24,0,0,67,5,344
Karl,Darlow,263,Darlow,43,-2,1,0.1,13,4,0,0,0,0,0,0,0,0,0,0,0
Frederick,Woodman,264,Woodman,40,0,1,0.9,13,4,0,0,0,0,0,0,0,0,0,0,0
Miguel,Almirón,266,Almirón,58,-2,3,0.4,13,4,48,1428,1,1,6,20,3,0,0,3,145
Christian,Atsu,267,Atsu,54,-1,3,0.1,13,4,30,562,0,3,2,12,1,0,0,0,95
Sung-yueng,Ki,268,Ki Sung-yueng,47,-3,3,0.1,13,4,4,135,0,0,0,6,0,0,0,0,18
Jonjo,Shelvey,269,Shelvey,51,1,3,1.7,13,4,58,940,5,0,3,14,1,0,0,9,218
